DroughtLevel,Layer,feature,importance_mean,importance_std,rank_mean,rank_std
Severe,site,Duration_days,0.015421982570248502,0.008168175136706965,9.0,1.414213562373095
Severe,site,soil_moisture,0.013610459427776816,0.010878237776064812,9.2,1.9235384061671346
Severe,site,canopy_height,0.012101787976181827,0.007997596264669076,9.4,1.3416407864998738
Severe,site,aspect_cos,0.014801397515274503,0.004823476564180811,9.4,1.51657508881031
Severe,site_month,elevation,0.3887711954552408,0.022379993402392613,1.0,0.0
Severe,site_month,slope,0.1728255926743337,0.028680383322032613,2.2,0.447213595499958
Severe,site_month,soil_temperature,0.14112609566977735,0.020828182552054167,2.8,0.447213595499958
Severe,site_month,LAI,0.06794842048223285,0.009045076435748147,4.2,0.44721359549995787
Severe,site_month,SPI_intensity,0.05785245767260916,0.0044109868591607065,4.8,0.44721359549995787
Severe,site_month,soil_moisture,0.037220237628796976,0.005339502510343106,6.8,1.3038404810405297
Severe,site_month,Duration_days,0.0326993308207276,0.005224497139394091,7.4,0.5477225575051662
Severe,site_month,FAPAR,0.036508352429336664,0.006055447208590997,7.4,0.8944271909999159
Severe,site_month,aspect_sin,0.028642783375878618,0.0071542523899170785,8.6,1.51657508881031
Severe,site_month,canopy_height,0.019305675783956876,0.004058529161011286,10.2,0.8366600265340757
Severe,site_month,aspect_cos,0.017099858007109427,0.0014262256992479108,10.6,0.5477225575051662
Extreme,site,slope,0.4323961852805063,0.006990325588166282,1.0,0.0
Extreme,site,soil_temperature,0.1631241425920636,0.020620862940027938,2.4,0.5477225575051662
Extreme,site,elevation,0.15511145371240365,0.03479170238220294,2.6,0.5477225575051662
Extreme,site,aspect_sin,0.05846184420251153,0.012512099811704766,4.6,0.8944271909999159
Extreme,site,soil_moisture,0.057475135371410045,0.02209408053949116,5.0,0.7071067811865475
Extreme,site,aspect_cos,0.04381249425474772,0.016773829984706726,5.6,1.1401754250991383
Extreme,site,SPI_intensity,0.029637758302805767,0.006828247155506072,7.0,0.7071067811865476
Extreme,site,canopy_height,0.020287031802753187,0.011433938007507588,8.6,1.1401754250991378
Extreme,site,Duration_days,0.015997714333264156,0.0034878988773419223,9.0,0.7071067811865476
Extreme,site,LAI,0.01363714996961348,0.004139281818867261,9.4,1.3416407864998738
Extreme,site,FAPAR,0.010059090177920574,0.0035834116165529297,10.8,0.44721359549995804
Extreme,site_month,slope,0.32646047319876886,0.03566332179376657,1.0,0.0
Extreme,site_month,soil_temperature,0.1762157739532983,0.036350519689324345,2.2,0.447213595499958
Extreme,site_month,elevation,0.14341575040413487,0.024555995748354497,2.8,0.447213595499958
Extreme,site_month,soil_moisture,0.0765187607604423,0.013800297848473442,4.4,0.5477225575051662
Extreme,site_month,SPI_intensity,0.0743310178031972,0.014598721196311316,4.8,0.8366600265340756
Extreme,site_month,aspect_cos,0.04769546936399029,0.011422681138700581,6.4,1.140175425099138
Extreme,site_month,aspect_sin,0.045050160557246186,0.009239245090319764,6.8,0.8366600265340756
Extreme,site_month,Duration_days,0.035018849031985065,0.005366212683955898,8.2,0.8366600265340757
Extreme,site_month,LAI,0.030072050305034785,0.007939169019874515,9.2,1.3038404810405297
Extreme,site_month,FAPAR,0.026136862410296342,0.004699601662329535,9.8,0.8366600265340753
Extreme,site_month,canopy_height,0.019084832211605892,0.007733266497687136,10.4,1.3416407864998738
